,INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER
262276,GER.02.M,FRA,1991,109.0512,,
262410,GER.02.M,MYS,1989,35.38468,,
262453,GER.02.M,DNK,1986,93.54069,,
262640,GER.02.M,SEN,2017,15.55695,,
262649,GER.02.M,HND,1998,12.03305,,
262761,GER.02.M,CMR,1999,11.19373,,
262824,GER.02.M,ECU,1994,43.26849,,
262863,GER.02.M,CUB,1983,66.08985,,
263093,GER.02.M,AUT,1979,58.08688,,
263104,GER.02.M,VNM,2018,100.72541,,
263176,GER.02.M,ROU,2010,80.10662,,
263229,GER.02.M,PSE,2001,31.20409,,
263326,GER.02.M,BWA,2008,17.48113,,
263386,GER.02.M,CRI,1981,20.10858,,
263537,GER.02.M,GUY,1981,62.19316,,
263608,GER.02.M,LBY,2006,9.94217,,
263657,GER.02.M,LVA,2014,93.71076,,NAT_EST
263671,GER.02.M,LUX,2004,83.50973,,
263767,GER.02.M,PAN,2006,65.31239,,
263799,GER.02.M,EGY,1980,2.82915,,
263930,GER.02.M,TUR,1999,7.03365,,
263948,GER.02.M,CHN,2007,46.22478,,
263949,GER.02.M,EGY,2002,12.74804,,
263998,GER.02.M,HUN,1975,52.77794,,
264003,GER.02.M,KGZ,1993,24.7514,,
264041,GER.02.M,VEN,1990,36.75672,,
264066,GER.02.M,SWE,2014,95.79667,,
264087,GER.02.M,CPV,2015,75.04446,,
264098,GER.02.M,FSM,2015,33.2696,,
264265,GER.02.M,CYP,1973,11.64423,,
264430,GER.02.M,LUX,1976,92.04188,,
264613,GER.02.M,ROU,1994,48.04854,,
264848,GER.02.M,JOR,2012,28.1279,,
264857,GER.02.M,ECU,2003,67.79933,,
264864,GER.02.M,AUS,2015,126.21588,,
265002,GER.02.M,DMA,2016,94.24379,,
265155,GER.02.M,CUB,2007,109.15772,,
265237,GER.02.M,WSM,2010,32.82997,,
265341,GER.02.M,MMR,2016,8.91185,,
265429,GER.02.M,PER,2013,83.43282,,
265505,GER.02.M,TJK,1993,16.06337,,
265630,GER.02.M,QAT,1971,12.42154,,
265665,GER.02.M,WSM,2016,34.66437,,
265972,GER.02.M,ATG,1984,20.88353,,
266204,GER.02.M,LCA,2016,78.99585,,
266309,GER.02.M,HKG,2016,105.82684,,
266392,GER.02.M,NRU,2005,87.36264,,
266795,GER.02.M,KWT,1972,37.12513,,
266836,GER.02.M,EST,1991,100.93686,,
266892,GER.02.M,NGA,2001,26.30614,,
267081,GER.02.M,GRC,2005,65.07162,,
267183,GER.02.M,IRL,1975,105.95216,,
267246,GER.02.M,SRB,2014,58.9935,,NAT_EST
267266,GER.02.M,PYF,1983,84.25345,,
267322,GER.02.M,CAN,1987,58.26155,,
267334,GER.02.M,NZL,1980,52.35748,,
267461,GER.02.M,COK,2003,54.2654,,
267672,GER.02.M,URY,2016,93.30939,,
267772,GER.02.M,CYP,1977,11.3769,,
267817,GER.02.M,SVN,1998,64.37001,,
267906,GER.02.M,MAR,1975,45.54635,,
268049,GER.02.M,SYR,2001,9.22008,,
268067,GER.02.M,ABW,2011,100,,
268159,GER.02.M,PSE,1999,36.22144,,
268584,GER.02.M,ROU,1979,54.33852,,
268615,GER.02.M,PER,1976,12.93466,,
268847,GER.02.M,NIC,1985,11.76203,,
268861,GER.02.M,IRN,2007,48.93313,,
268916,GER.02.M,LTU,2011,80.20169,,NAT_EST
269048,GER.02.M,EST,1995,64.61335,,
269313,GER.02.M,ARG,2009,67.43721,,
269650,GER.02.M,MOZ,1986,12.54158,,
270342,GER.02.M,KWT,1989,47.10572,,
270487,GER.02.M,VEN,1993,41.81957,,
270518,GER.02.M,ARE,1988,56.47781,,
270592,GER.02.M,MAR,2002,72.60003,,
270779,GER.02.M,SUR,1987,94.61302,,
270812,GER.02.M,DOM,2006,35.12009,,NAT_EST
270815,GER.02.M,AUT,1994,79.0305,,
270882,GER.02.M,ESP,2014,93.83209,,
271005,GER.02.M,SYC,2015,91.63592,,
271037,GER.02.M,PNG,1990,0.36209,,
271067,GER.02.M,UZB,1994,48.0176,,
271147,GER.02.M,ATG,2017,68.87509,,
271277,GER.02.M,ARE,2001,60.11126,,
271458,GER.02.M,QAT,1988,18.67603,,
271528,GER.02.M,MUS,2018,97.52297,,
271842,GER.02.M,TGO,2007,4.14672,,
271943,GER.02.M,CHL,1986,80.78768,,
272053,GER.02.M,PNG,1984,0.51998,,
272161,GER.02.M,VAT,1980,0,,
272179,GER.02.M,GHA,2000,59.32466,,
272717,GER.02.M,YEM,2013,1.44893,,
272854,GER.02.M,ETH,1991,1.54401,,
272910,GER.02.M,NAM,1994,9.59274,,
272940,GER.02.M,JAM,2008,85.40136,,
273024,GER.02.M,TJK,1998,9.37046,,
273102,GER.02.M,MDG,1995,4.42247,,
273108,GER.02.M,BDI,2016,13.84937,,
273206,GER.02.M,BEN,1991,2.93279,,
273272,GER.02.M,NER,1980,0.60553,,
273375,GER.02.M,HND,2003,28.61109,,
273596,GER.02.M,BHR,2017,54.30443,,
273605,GER.02.M,CHL,1992,87.12894,,
273854,GER.02.M,JAM,1979,74.20335,,
274288,GER.02.M,MAR,1979,62.83922,,
274466,GER.02.M,ECU,2012,55.28673,,
274527,GER.02.M,PAN,1974,21.62607,,
274670,GER.02.M,ALB,1995,36.02395,,
274807,GER.02.M,VUT,2001,78.99487,,
274856,GER.02.M,HKG,1984,86.7958,,
274929,GER.02.M,BHR,1977,11.31191,,
275160,GER.02.M,GRC,2002,65.16538,,
275233,GER.02.M,JOR,1996,26.41752,,
275260,GER.02.M,SUR,2009,81.8415,,
275527,GER.02.M,EST,1999,90.23876,,
275729,GER.02.M,NPL,2010,76.01953,,
276038,GER.02.M,SLB,2011,101.70509,,
276069,GER.02.M,PAN,1981,38.8668,,
276364,GER.02.M,MLT,2012,120.6001,,
276386,GER.02.M,NZL,1987,61.27203,,
276540,GER.02.M,WSM,1970,0.73609,,
276913,GER.02.M,DJI,1994,0.41194,,
277011,GER.02.M,ETH,2002,1.78709,,
277052,GER.02.M,SRB,2009,51.24738,,NAT_EST
277080,GER.02.M,HUN,2011,88.08855,,
277113,GER.02.M,GBR,1987,48.12205,,
277121,GER.02.M,CMR,1984,8.9753,,
277300,GER.02.M,ISL,2005,98.35616,,
277346,GER.02.M,LTU,2016,87.37296,,NAT_EST
277348,GER.02.M,VAT,1984,0,,
277498,GER.02.M,GHA,2003,64.02628,,
277759,GER.02.M,IDN,1973,5.33258,,
277977,GER.02.M,GRD,2016,96.60752,,
278072,GER.02.M,OMN,1990,2.93295,,
278545,GER.02.M,SUR,2001,74.12963,,
278557,GER.02.M,CAF,2006,3.1083,,UIS_EST
278736,GER.02.M,UKR,2011,101.4344,,
278868,GER.02.M,VAT,2016,0,,
278880,GER.02.M,AFG,1977,1.01638,,
278973,GER.02.M,MKD,1998,25.13513,,
278975,GER.02.M,COG,2007,8.91839,,
279316,GER.02.M,DMA,1991,74.52316,,
279374,GER.02.M,VGB,2002,91.31579,,
279438,GER.02.M,SYR,1975,4.72098,,
279470,GER.02.M,BLZ,2005,27.20794,,
279555,GER.02.M,CPV,2010,68.30419,,
279647,GER.02.M,MDA,2006,71.04223,,NAT_EST
279651,GER.02.M,VUT,2010,93.37106,,
279852,GER.02.M,SLV,2018,65.92992,,
279870,GER.02.M,VCT,1987,38.04231,,
279921,GER.02.M,HND,2015,37.15127,,
279982,GER.02.M,COL,2007,42.52124,,
280362,GER.02.M,ESP,1989,69.86776,,
280821,GER.02.M,BFA,1972,0.08988,,
281097,GER.02.M,HUN,2004,85.61316,,
281208,GER.02.M,CMR,2005,18.04098,,UIS_EST
281353,GER.02.M,CZE,2005,118.34565,,
281586,GER.02.M,KOR,1977,4.51258,,
281927,GER.02.M,PAK,2015,73.6805,,
282202,GER.02.M,COG,1985,2.73824,,
282263,GER.02.M,SMR,2010,117.15481,,
282361,GER.02.M,IRN,1986,7.168,,
282380,GER.02.M,AUS,1982,66.15018,,
282617,GER.02.M,GNQ,2001,23.34266,,
282650,GER.02.M,HND,1993,12.74932,,
282722,GER.02.M,UZB,2011,24.8404,,
282835,GER.02.M,URY,1989,42.00713,,
283008,GER.02.M,IRQ,1999,5.06585,,
283064,GER.02.M,LBR,2014,159.87863,,
283439,GER.02.M,KWT,1993,54.02772,,
283463,GER.02.M,KOR,1994,77.88369,,
283519,GER.02.M,MKD,2017,40.4344,,
283644,GER.02.M,MAC,2017,96.45686,,
283656,GER.02.M,PER,2000,57.19924,,
283728,GER.02.M,KAZ,1997,26.54066,,
283778,GER.02.M,SRB,2017,61.26154,,NAT_EST
283814,GER.02.M,DOM,1998,31.47023,,NAT_EST
283898,GER.02.M,JAM,2004,88.08997,,
283906,GER.02.M,AUS,2007,82.60455,,
284043,GER.02.M,OMN,2011,55.21029,,
284126,GER.02.M,ITA,1974,64.3732,,
284205,GER.02.M,BLZ,2007,30.95117,,
284338,GER.02.M,VAT,1975,0,,
284447,GER.02.M,BHR,2013,54.53812,,
284516,GER.02.M,AZE,2005,26.23483,,NAT_EST
284548,GER.02.M,VGB,2003,87.96791,,
284676,GER.02.M,PER,2005,63.6923,,
284745,GER.02.M,CZE,1971,60.55412,,
284828,GER.02.M,GBR,1988,47.77696,,
284872,GER.02.M,BHR,1994,32.7728,,
284873,GER.02.M,DNK,2016,96.24641,,
284874,GER.02.M,HKG,1973,62.35012,,
284936,GER.02.M,COK,2001,53.29087,,
284964,GER.02.M,ISR,1973,46.7554,,
284982,GER.02.M,CHE,1988,92.53266,,
285064,GER.02.M,DNK,2009,96.97145,,
285125,GER.02.M,URY,1997,50.94596,,
285418,GER.02.M,CZE,2004,117.45919,,
285503,GER.02.M,AUS,1975,76.01721,,
285589,GER.02.M,CYP,1986,35.21408,,
285657,GER.02.M,ECU,1974,8.78971,,
285690,GER.02.M,PRY,2011,37.57355,,
285767,GER.02.M,BDI,2014,10.98536,,
285920,GER.02.M,NLD,1986,105.52734,,
286092,GER.02.M,UKR,2009,101.82811,,
286290,GER.02.M,ROU,2016,82.74261,,
286444,GER.02.M,SRB,2001,53.70535,,NAT_EST
286582,GER.02.M,FRA,2005,110.17968,,NAT_EST
286655,GER.02.M,MYS,2003,52.47029,,
286729,GER.02.M,AUS,1983,68.75722,,
286850,GER.02.M,URY,2017,93.2017,,
286983,GER.02.M,ATG,2007,82.73684,,
287187,GER.02.M,GRC,1978,42.03251,,
287208,GER.02.M,POL,2012,77.42821,,
287211,GER.02.M,URY,2008,86.68899,,
287236,GER.02.M,DNK,2010,101.71397,,
287259,GER.02.M,FIN,2006,62.08832,,
287266,GER.02.M,KGZ,2007,15.9902,,
287397,GER.02.M,NZL,2014,89.19089,,
287444,GER.02.M,FRA,1988,110.4463,,
287471,GER.02.M,PNG,1986,0.50328,,
287502,GER.02.M,LAO,1988,7.35357,,
287665,GER.02.M,KOR,1983,22.24764,,
287779,GER.02.M,GUY,2005,90.28854,,
287791,GER.02.M,MUS,1980,27.14998,,
287873,GER.02.M,MAR,2006,69.44448,,
287886,GER.02.M,GMB,2007,20.352,,
288099,GER.02.M,ARE,1978,31.99546,,
288225,GER.02.M,SDN,2017,46.16649,,
288371,GER.02.M,FRA,2006,109.86295,,NAT_EST
288384,GER.02.M,SEN,2002,2.90291,,
288620,GER.02.M,MSR,2007,107.01754,,
288820,GER.02.M,HUN,2016,83.12294,,
288842,GER.02.M,FRA,1982,104.07986,,
288867,GER.02.M,BLR,2009,101.43234,,
288932,GER.02.M,IRQ,1978,6.78788,,
289009,GER.02.M,YEM,2005,1.04934,,
289289,GER.02.M,BFA,1978,0.10665,,
289544,GER.02.M,LUX,2011,88.5027,,
289598,GER.02.M,ATG,1979,24.89323,,
289649,GER.02.M,CZE,1978,75.66744,,
289857,GER.02.M,JAM,1996,77.51312,,
289880,GER.02.M,SLV,1978,10.98309,,
289887,GER.02.M,HUN,2010,85.93714,,
289889,GER.02.M,BRB,2015,91.54972,,
289924,GER.02.M,LBN,1985,54.59959,,
290022,GER.02.M,LAO,1990,7.01823,,
290287,GER.02.M,ARG,2008,65.93786,,
291004,GER.02.M,NRU,2006,91.06145,,
291076,GER.02.M,IRN,1975,9.77047,,
291119,GER.02.M,CHL,1988,82.69788,,
291215,GER.02.M,MUS,1971,20.80613,,
291246,GER.02.M,COL,2011,55.50165,,
291528,GER.02.M,MUS,2003,103.75334,,
291716,GER.02.M,ABW,2002,100,,
291745,GER.02.M,COL,1988,12.63073,,
291898,GER.02.M,SLE,2018,13.12555,,
291952,GER.02.M,NER,1975,0.22232,,
292037,GER.02.M,CHE,2012,99.34318,,
292210,GER.02.M,SVK,2003,89.89391,,
292237,GER.02.M,NPL,2007,40.93926,,
292309,GER.02.M,SVN,2006,83.19124,,
292346,GER.02.M,LAO,1973,0.4641,,
292368,GER.02.M,SYC,1993,96.78788,,
292431,GER.02.M,URY,2000,62.75349,,
292501,GER.02.M,WSM,1998,48.5495,,
292535,GER.02.M,CIV,1977,0.71083,,
292627,GER.02.M,DMA,2008,100.9901,,
292717,GER.02.M,KOR,1978,5.07738,,
292898,GER.02.M,MDG,2009,9.35236,,
293240,GER.02.M,ALB,2016,86.53592,,
293383,GER.02.M,TZA,2010,32.71313,,
293492,GER.02.M,KWT,2004,72.77793,,
293861,GER.02.M,CRI,1974,14.29584,,
293963,GER.02.M,CYP,1994,59.38514,,NAT_EST
294089,GER.02.M,SMR,1996,103.82883,,
294252,GER.02.M,GBR,2016,110.39839,,
294481,GER.02.M,BGR,2008,82.51257,,
294623,GER.02.M,QAT,1974,15.82227,,
294653,GER.02.M,MNG,2015,79.16714,,
294896,GER.02.M,ROU,2006,74.98646,,
294912,GER.02.M,TUR,1982,0.24044,,
294933,GER.02.M,LTU,1994,30.09784,,
294950,GER.02.M,BOL,2002,48.69518,,
295171,GER.02.M,PLW,2000,61.50794,,
295248,GER.02.M,SYC,2009,102.28849,,
295488,GER.02.M,BHS,2018,33.20902,,
295772,GER.02.M,ISR,2013,113.67522,,
295879,GER.02.M,CRI,1996,36.03399,,
296274,GER.02.M,HND,2008,35.44998,,
296466,GER.02.M,KNA,2016,100.57061,,
296475,GER.02.M,CHN,1996,26.58696,,
296538,GER.02.M,CHL,2009,84.3149,,
296586,GER.02.M,MLI,2004,2.13682,,
296603,GER.02.M,BRN,1989,45.30899,,
296742,GER.02.M,LVA,1986,67.76886,,
296854,GER.02.M,MDG,2016,27.28845,,
296880,GER.02.M,CMR,2009,23.49726,,
297054,GER.02.M,GRC,1972,30.79347,,
297219,GER.02.M,VNM,2006,72.01334,,
297320,GER.02.M,BEL,2005,119.81428,,
297352,GER.02.M,LBR,1978,66.93269,,
297602,GER.02.M,VAT,2000,0,,
297690,GER.02.M,BGR,1975,72.52871,,
297813,GER.02.M,NLD,1973,101.92615,,
297891,GER.02.M,BOL,1984,37.69246,,
297989,GER.02.M,DNK,1974,52.94981,,
298026,GER.02.M,MLT,1984,68.52936,,
298158,GER.02.M,LAO,1980,1.40959,,
298382,GER.02.M,PNG,1978,0.10634,,
298425,GER.02.M,BFA,2014,4.0632,,
298507,GER.02.M,BEL,2001,110.97854,,
298693,GER.02.M,VEN,2008,68.80749,,
298755,GER.02.M,MLT,1973,58.72642,,
298820,GER.02.M,HND,2005,28.79267,,
299158,GER.02.M,UKR,2013,84.91581,,
299173,GER.02.M,COL,2008,52.57407,,
299256,GER.02.M,ARE,2011,85.74867,,
299294,GER.02.M,NZL,1978,48.31479,,
299327,GER.02.M,DMA,2009,97.54852,,
299378,GER.02.M,CHE,2014,106.29197,,
299500,GER.02.M,NER,2001,1.07909,,
299510,GER.02.M,RWA,2009,17.67661,,
299578,GER.02.M,BMU,2015,74.23313,,
299708,GER.02.M,QAT,1972,17.55583,,
299731,GER.02.M,ABW,2005,101.05634,,
299870,GER.02.M,BEL,1977,106.73308,,
299878,GER.02.M,FIN,1975,32.51569,,
300034,GER.02.M,MAR,2004,68.43246,,
300125,GER.02.M,NIU,2014,121.42857,,
300209,GER.02.M,FRA,2012,105.19058,,NAT_EST
300289,GER.02.M,LCA,2015,71.56593,,
300305,GER.02.M,KWT,1991,34.67304,,
300313,GER.02.M,BHS,1997,9.10445,,
300484,GER.02.M,KHM,2005,10.10893,,
300499,GER.02.M,HKG,1996,87.04824,,
300507,GER.02.M,BEN,1993,2.94052,,
300847,GER.02.M,VGB,2006,83.37731,,
301131,GER.02.M,AUT,2001,81.52143,,
301198,GER.02.M,PRY,1971,3.15804,,
301241,GER.02.M,AUS,2017,167.74548,,
301318,GER.02.M,SOM,1972,0.36938,,
301636,GER.02.M,HRV,1983,25.78444,,
301667,GER.02.M,SMR,1984,85.51308,,
301975,GER.02.M,CYP,1999,59.2348,,NAT_EST
302137,GER.02.M,ETH,1994,1.2333,,
302197,GER.02.M,PRT,1977,12.75366,,
302308,GER.02.M,JOR,1976,11.62687,,
302432,GER.02.M,ISL,2013,96.43941,,
302567,GER.02.M,GEO,2003,45.417,,
302661,GER.02.M,SXM,2014,80.18868,,
302692,GER.02.M,CHL,2014,82.61598,,
302828,GER.02.M,SEN,1992,2.26387,,
302857,GER.02.M,LTU,2008,76.88366,,NAT_EST
302896,GER.02.M,VEN,2002,51.58148,,
303015,GER.02.M,AUT,1977,48.11184,,
303055,GER.02.M,ECU,1997,52.87508,,
303238,GER.02.M,BDI,2007,3.33216,,UIS_EST
303262,GER.02.M,NIC,2004,37.39372,,
303345,GER.02.M,LBY,1972,1.87918,,
303507,GER.02.M,LTU,2013,82.1868,,NAT_EST
303553,GER.02.M,NER,1991,1.48053,,
303584,GER.02.M,IND,2008,8.61574,,
303847,GER.02.M,JAM,2007,87.63966,,
303890,GER.02.M,TZA,2013,33.02249,,
303948,GER.02.M,CUB,2009,106.15829,,
304067,GER.02.M,KWT,2001,71.16692,,
304201,GER.02.M,OMN,1995,4.58174,,
304240,GER.02.M,FRA,1990,107.96192,,
304442,GER.02.M,FIN,2005,60.21965,,
304443,GER.02.M,IND,1993,3.22999,,
304482,GER.02.M,MEX,1998,71.19806,,
304601,GER.02.M,CHL,1995,97.3992,,
304612,GER.02.M,GRC,2007,65.74842,,
304626,GER.02.M,ARG,1973,28.65689,,
304701,GER.02.M,TGO,1978,2.50677,,
304703,GER.02.M,AUS,2008,82.63359,,
304816,GER.02.M,HND,1970,3.44637,,
304844,GER.02.M,CYP,1972,8.94754,,
304854,GER.02.M,KWT,2015,68.68738,,
304855,GER.02.M,LBY,2002,7.45719,,
304871,GER.02.M,LAO,1981,1.60207,,
304946,GER.02.M,LUX,2010,89.32515,,
305039,GER.02.M,CMR,2000,12.72881,,UIS_EST
305081,GER.02.M,VAT,1974,0,,
305168,GER.02.M,CIV,2002,2.77372,,
305188,GER.02.M,TGO,1973,3.19809,,
305234,GER.02.M,PRT,1984,25.17611,,
305609,GER.02.M,MOZ,1983,16.83199,,
305691,GER.02.M,IRN,1993,9.08886,,
305779,GER.02.M,POL,2005,54.18313,,
305805,GER.02.M,STP,1984,18.86089,,
305971,GER.02.M,STP,2005,27.90432,,
306348,GER.02.M,ALB,2009,61.17151,,
306519,GER.02.M,AUT,2003,86.34546,,
306563,GER.02.M,BHR,1999,35.16426,,
306597,GER.02.M,AIA,2002,128.57143,,
306680,GER.02.M,NLD,1997,100.3277,,
306702,GER.02.M,KNA,1992,97.27891,,
306840,GER.02.M,CPV,2013,71.02041,,
307024,GER.02.M,HRV,1998,43.73649,,
307443,GER.02.M,URY,1993,40.26815,,
307448,GER.02.M,BFA,1982,0.08166,,
307523,GER.02.M,CIV,1983,0.78667,,
307966,GER.02.M,EGY,1991,6.03314,,
308102,GER.02.M,CHE,2005,98.54822,,
308249,GER.02.M,QAT,2000,29.07453,,
308865,GER.02.M,IND,2013,10.05171,,
308901,GER.02.M,IND,1971,1.15369,,
308934,GER.02.M,BRN,1987,46.8238,,
308969,GER.02.M,MDV,1999,54.34041,,
309088,GER.02.M,STP,2015,45.03102,,
309224,GER.02.M,MLT,2005,96.66667,,
309279,GER.02.M,CUB,2011,104.84816,,
309481,GER.02.M,QAT,1986,20.17747,,
309638,GER.02.M,VAT,2008,0,,
309702,GER.02.M,FJI,1980,8.93115,,
309958,GER.02.M,IRN,1976,18.87997,,
309980,GER.02.M,SUR,1992,83.47955,,
310125,GER.02.M,BFA,1992,0.82473,,
310470,GER.02.M,CIV,1993,1.4847,,
310515,GER.02.M,SWE,1998,70.63579,,
310553,GER.02.M,LCA,2012,76.47059,,
310681,GER.02.M,IND,2017,14.27636,,
310752,GER.02.M,GRC,2006,65.77715,,
310879,GER.02.M,CZE,1992,71.51748,,
310965,GER.02.M,EGY,2013,24.89926,,
311015,GER.02.M,SOM,1981,0.51048,,
311088,GER.02.M,MYS,2013,88.01089,,
311176,GER.02.M,BGD,2017,41.02868,,
311193,GER.02.M,CAN,1985,57.4754,,
311393,GER.02.M,HND,1995,13.42916,,
311407,GER.02.M,CUB,1995,87.27893,,
311506,GER.02.M,BEN,1978,0,NIL,
311511,GER.02.M,SYC,1995,101.46341,,
311706,GER.02.M,IND,1978,2.0223,,
311719,GER.02.M,IRL,1982,96.87915,,
311732,GER.02.M,DEU,1997,91.42292,,
311964,GER.02.M,LAO,1979,1.13247,,
312057,GER.02.M,BDI,1985,0.33191,,
312102,GER.02.M,IDN,2001,24.03113,,UIS_EST
312130,GER.02.M,CHE,1981,77.19344,,
312136,GER.02.M,LBR,1970,57.50245,,
312219,GER.02.M,SWE,2011,95.12444,,
312297,GER.02.M,EST,2008,96.95336,,
312362,GER.02.M,MDV,2006,84.74007,,
312421,GER.02.M,ALB,2017,82.81608,,
312772,GER.02.M,UZB,1993,51.14816,,
312795,GER.02.M,DEU,1995,84.48285,,
312799,GER.02.M,MEX,2011,101.88581,,
313186,GER.02.M,CMR,1998,9.76308,,
313417,GER.02.M,CYP,1974,13.52464,,
313906,GER.02.M,CYP,2016,82.34134,,NAT_EST
314143,GER.02.M,SYR,1997,7.86445,,
314167,GER.02.M,GNB,1980,0.59263,,
314214,GER.02.M,GUY,2007,83.4506,,
314283,GER.02.M,DMA,2004,73.44013,,
314364,GER.02.M,SMR,1977,82.88288,,
314704,GER.02.M,ITA,2014,98.76754,,
314847,GER.02.M,NIC,1988,13.1074,,
314917,GER.02.M,PAK,2016,74.09266,,
314957,GER.02.M,BFA,2015,4.10556,,
314973,GER.02.M,IRQ,1981,8.62654,,
315037,GER.02.M,LBR,2017,124.64412,,
315135,GER.02.M,SYC,1976,51.76887,,
315304,GER.02.M,GUY,1982,68.78759,,
315552,GER.02.M,OMN,1989,2.95487,,
315619,GER.02.M,SRB,2013,58.20938,,NAT_EST
315960,GER.02.M,GTM,1992,32.14093,,
316074,GER.02.M,EGY,2016,30.15512,,
316288,GER.02.M,HRV,2007,51.19463,,
316313,GER.02.M,DZA,1999,2.42034,,
316602,GER.02.M,ASM,1989,78.66885,,UIS_EST
316847,GER.02.M,LBR,1979,76.04868,,
316888,GER.02.M,MLI,1999,1.48282,,
316932,GER.02.M,CMR,1997,9.37594,,
317043,GER.02.M,KOR,1987,47.59256,,
317052,GER.02.M,GIN,1996,3.24014,,
317174,GER.02.M,MUS,1981,25.9713,,
317189,GER.02.M,KAZ,2012,54.06859,,
317198,GER.02.M,LAO,1982,3.0289,,
317248,GER.02.M,NER,2006,1.61728,,
317481,GER.02.M,BGR,1999,68.24673,,
317794,GER.02.M,KHM,2017,21.16326,,
317804,GER.02.M,UKR,2004,79.96808,,
317874,GER.02.M,CRI,2005,71.6872,,
318006,GER.02.M,DNK,2014,95.94083,,
318152,GER.02.M,VUT,1974,5.96922,,
318403,GER.02.M,MLI,2018,6.84341,,
318549,GER.02.M,EGY,1992,6.64688,,
318560,GER.02.M,AUS,1987,73.06044,,
318577,GER.02.M,NRU,2002,86.5285,,
318737,GER.02.M,MKD,2005,32.05806,,
318830,GER.02.M,CMR,1995,10.34594,,
318955,GER.02.M,LAO,2006,9.94635,,
319079,GER.02.M,ALB,2015,85.17571,,
319165,GER.02.M,NIC,1970,2.91745,,
319182,GER.02.M,BEL,1993,114.16455,,
319216,GER.02.M,JOR,1972,12.05555,,
319348,GER.02.M,KEN,1985,26.22153,,
319358,GER.02.M,MYS,2007,59.89555,,
319414,GER.02.M,STP,1987,20.30349,,
319873,GER.02.M,TUV,2014,97.74436,,
320146,GER.02.M,BGR,1976,74.7907,,
320241,GER.02.M,LTU,2007,73.84257,,NAT_EST
320305,GER.02.M,SWE,2005,94.72745,,
320362,GER.02.M,IRL,1995,109.5669,,
320981,GER.02.M,PER,1970,5.37632,,
321255,GER.02.M,MLT,2006,100.91549,,
321385,GER.02.M,WSM,1973,12.93887,,
321400,GER.02.M,IRN,1998,16.45325,,
321571,GER.02.M,NGA,2004,44.59231,,
321605,GER.02.M,BMU,2012,62.93103,,
321649,GER.02.M,SYC,2008,102.46238,,
321711,GER.02.M,SYR,1977,4.82107,,
321793,GER.02.M,GRC,1991,53.38827,,
321845,GER.02.M,GRC,1979,46.47162,,
321900,GER.02.M,ISL,2015,96.83553,,
322377,GER.02.M,CYP,2005,65.59123,,NAT_EST
322378,GER.02.M,ROU,1980,56.628,,
322576,GER.02.M,MEX,1984,42.54309,,
322616,GER.02.M,MLT,2015,109.81071,,
322750,GER.02.M,CMR,2018,34.13541,,
322964,GER.02.M,FIN,2015,79.70787,,
323074,GER.02.M,HND,2017,40.80844,,
323225,GER.02.M,CUB,1992,96.7873,,
323244,GER.02.M,BGD,1988,85.11934,,
323257,GER.02.M,UKR,2003,76.89322,,
323271,GER.02.M,CHL,2002,77.99196,,
323366,GER.02.M,LVA,2002,69.43732,,NAT_EST
323411,GER.02.M,SYR,1990,7.30727,,
323491,GER.02.M,BEL,1987,107.58793,,
323515,GER.02.M,ISR,2015,111.77849,,
323516,GER.02.M,TTO,2000,59.9422,,UIS_EST
323878,GER.02.M,AUS,1984,69.66229,,
324335,GER.02.M,UZB,2009,25.81924,,
324362,GER.02.M,LVA,1992,37.06927,,
324405,GER.02.M,MSR,2000,102.85714,,UIS_EST
324419,GER.02.M,NZL,1970,20.0985,,
324483,GER.02.M,CHE,1985,85.8045,,
324708,GER.02.M,ECU,1979,16.97738,,
324898,GER.02.M,KWT,1986,48.82051,,
324904,GER.02.M,FIN,2012,70.11916,,
325459,GER.02.M,GEO,2006,55.28611,,
325546,GER.02.M,MLT,2013,112.07988,,
326023,GER.02.M,AUS,1977,80.60671,,
326072,GER.02.M,MKD,1995,24.26517,,
326124,GER.02.M,OMN,1996,4.69138,,
326182,GER.02.M,ALB,1994,35.03547,,
326300,GER.02.M,BGR,1993,60.73045,,
326588,GER.02.M,TJK,1999,8.84953,,
326722,GER.02.M,AUT,2015,101.60484,,
326730,GER.02.M,STP,1983,19.77363,,
326748,GER.02.M,GBR,2011,84.75328,,
326797,GER.02.M,KOR,1988,52.91713,,
326832,GER.02.M,UZB,2003,27.91023,,
327053,GER.02.M,NIU,1975,262.31884,,
327168,GER.02.M,GRD,2007,94.77448,,
327349,GER.02.M,POL,2008,60.6769,,
327445,GER.02.M,KWT,1980,33.97255,,
327537,GER.02.M,THA,1973,4.3234,,
327748,GER.02.M,BEN,1979,0,NIL,
327750,GER.02.M,CHL,1977,56.56815,,
327953,GER.02.M,CHN,1986,19.99757,,
328247,GER.02.M,ARG,1988,59.44723,,
328536,GER.02.M,PRI,2010,97.68593,,
328566,GER.02.M,QAT,2006,40.39294,,
328584,GER.02.M,KAZ,1998,15.33042,,
328839,GER.02.M,HND,1994,13.16656,,
328923,GER.02.M,LVA,2013,92.61113,,NAT_EST
329045,GER.02.M,ARE,1999,62.01578,,
329261,GER.02.M,CZE,2014,105.57499,,
329550,GER.02.M,HKG,1971,52.41402,,
329567,GER.02.M,MAC,2000,95.16328,,
329601,GER.02.M,SYR,2002,9.42082,,
